eggnog_id	taxid	ratio
ENOG4105CEY	364316	0.003083247687564234326824254882
ENOG4105CEY	71666	0.0006851661527920520726276121960
ENOG4105CEY	258255	0.0006851661527920520726276121960
ENOG4105CEY	359407	0.0006851661527920520726276121960
ENOG4105CEY	429	0.0001712915381980130181569030490
ENOG4105CEY	354354	0.0001712915381980130181569030490
ENOG4105CEY	60919	0.0001712915381980130181569030490
ENOG4105CEY	165779	0.0006851661527920520726276121960
ENOG4105CEY	281119	0.0001712915381980130181569030490
ENOG4105CEY	332162	0.001027749229188078108941418294
ENOG4105CEY	53246	0.002569373072970195272353545735
ENOG4105CEY	28105	0.002055498458376156217882836588
ENOG4105CEY	152180	0.001541623843782117163412127441
ENOG4105CEY	364409	0.0003425830763960260363138060980
ENOG4105CEY	221065	0.0001712915381980130181569030490
ENOG4105CEY	816	0.004110996916752312435765673176
ENOG4105CEY	165695	0.002226789996574169236039739637
ENOG4105CEY	256616	0.002055498458376156217882836588
ENOG4105CEY	165697	0.001884206920178143199725933539
ENOG4105CEY	165696	0.003939705378554299417608770127
ENOG4105CEY	33882	0.0006851661527920520726276121960
ENOG4105CEY	67575	0.0005138746145940390544707091470
ENOG4105CEY	713	0.001712915381980130181569030490
ENOG4105CEY	442430	0.0006851661527920520726276121960
ENOG4105CEY	1068	0.0005138746145940390544707091470
ENOG4105CEY	1707	0.0006851661527920520726276121960
ENOG4105CEY	1060	0.002055498458376156217882836588
ENOG4105CEY	869806	0.0003425830763960260363138060980
ENOG4105CEY	233189	0.0006851661527920520726276121960
ENOG4105CEY	1663	0.002569373072970195272353545735
ENOG4105CEY	43773	0.0006851661527920520726276121960
ENOG4105CEY	60136	0.001370332305584104145255224392
ENOG4105CEY	1081	0.001884206920178143199725933539
ENOG4105CEY	194	0.001884206920178143199725933539
ENOG4105CEY	1125	0.0003425830763960260363138060980
ENOG4105CEY	270	0.002055498458376156217882836588
ENOG4105CEY	32012	0.001199040767386091127098321343
ENOG4105CEY	33951	0.0003425830763960260363138060980
ENOG4105CEY	146937	0.001370332305584104145255224392
ENOG4105CEY	279	0.001541623843782117163412127441
ENOG4105CEY	191291	0.0003425830763960260363138060980
ENOG4105CEY	42054	0.0003425830763960260363138060980
ENOG4105CEY	28033	0.002569373072970195272353545735
ENOG4105CEY	991903	0.001199040767386091127098321343
ENOG4105CEY	182899	0.0006851661527920520726276121960
ENOG4105CEY	522	0.001712915381980130181569030490
ENOG4105CEY	1016	0.001027749229188078108941418294
ENOG4105CEY	528	0.0003425830763960260363138060980
ENOG4105CEY	29526	0.001027749229188078108941418294
ENOG4105CEY	1234	0.0005138746145940390544707091470
ENOG4105CEY	216851	0.0008564576909900650907845152449
ENOG4105CEY	445	0.001884206920178143199725933539
ENOG4105CEY	767891	0.0006851661527920520726276121960
ENOG4105CEY	218207	0.005995203836930455635491606715
ENOG4105CEY	107	0.0005138746145940390544707091470
ENOG4105CEY	105	0.0005138746145940390544707091470
ENOG4105CEY	906	0.0005138746145940390544707091470
ENOG4105CEY	904	0.0006851661527920520726276121960
ENOG4105CEY	32	0.002226789996574169236039739637
ENOG4105CEY	1847	0.005481329222336416581020897568
ENOG4105CEY	1243	0.0008564576909900650907845152449
ENOG4105CEY	642	0.002226789996574169236039739637
ENOG4105CEY	40222	0.0001712915381980130181569030490
ENOG4105CEY	44249	0.005138746145940390544707091470
ENOG4105CEY	45662	0.0003425830763960260363138060980
ENOG4105CEY	338	0.0006851661527920520726276121960
ENOG4105CEY	84404	0.0005138746145940390544707091470
ENOG4105CEY	400634	0.001712915381980130181569030490
ENOG4105CEY	269260	0.0003425830763960260363138060980
ENOG4105CEY	67572	0.0005138746145940390544707091470
ENOG4105CEY	6	0.001199040767386091127098321343
ENOG4105CEY	252301	0.002226789996574169236039739637
ENOG4105CEY	109168	0.0006851661527920520726276121960
ENOG4105CEY	232523	0.0006851661527920520726276121960
ENOG4105CEY	44013	0.0008564576909900650907845152449
ENOG4105CEY	44011	0.0006851661527920520726276121960
ENOG4105CEY	73029	0.001199040767386091127098321343
ENOG4105CEY	810	0.0005138746145940390544707091470
ENOG4105CEY	68287	0.002740664611168208290510448784
ENOG4105CEY	59753	0.001541623843782117163412127441
ENOG4105CEY	68288	0.0001712915381980130181569030490
ENOG4105CEY	53457	0.001370332305584104145255224392
ENOG4105CEY	375288	0.0003425830763960260363138060980
ENOG4105CEY	43947	0.0003425830763960260363138060980
ENOG4105CEY	551	0.001541623843782117163412127441
ENOG4105CEY	202746	0.0003425830763960260363138060980
ENOG4105CEY	48736	0.003768413840356286399451867078
ENOG4105CEY	305976	0.001712915381980130181569030490
ENOG4105CEY	237	0.0003425830763960260363138060980
ENOG4105CEY	29404	0.0005138746145940390544707091470
ENOG4105CEY	2349	0.0008564576909900650907845152449
ENOG4105CEY	1696	0.001712915381980130181569030490
ENOG4105CEY	83618	0.001370332305584104145255224392
ENOG4105CEY	698776	0.0005138746145940390544707091470
ENOG4105CEY	186191	0.0006851661527920520726276121960
ENOG4105CEY	1754	0.0005138746145940390544707091470
ENOG4105CEY	1177	0.001027749229188078108941418294
ENOG4105CEY	1279	0.002569373072970195272353545735
ENOG4105CEY	29580	0.0001712915381980130181569030490
ENOG4105CEY	613	0.0008564576909900650907845152449
ENOG4105CEY	191373	0.0006851661527920520726276121960
ENOG4105CEY	1883	0.02929085303186022610483042138
ENOG4105CEY	1578	0.001712915381980130181569030490
ENOG4105CEY	1573	0.0006851661527920520726276121960
ENOG4105CEY	129337	0.006337786913326481671805412813
ENOG4105CEY	2040	0.002740664611168208290510448784
ENOG4105CEY	283810	0.0008564576909900650907845152449
ENOG4105CEY	1301	0.001027749229188078108941418294
ENOG4105CEY	265570	0.0006851661527920520726276121960
ENOG4105CEY	620	0.0008564576909900650907845152449
ENOG4105CEY	497	0.004967454607742377526550188421
ENOG4105CEY	35832	0.0005138746145940390544707091470
ENOG4105CEY	20	0.001884206920178143199725933539
ENOG4105CEY	22	0.01062007536827680712572798904
ENOG4105CEY	28186	0.0001712915381980130181569030490
ENOG4105CEY	1839	0.002398081534772182254196642686
ENOG4105CEY	208215	0.0006851661527920520726276121960
ENOG4105CEY	407	0.008564576909900650907845152449
ENOG4105CEY	939	0.0003425830763960260363138060980
ENOG4105CEY	1372	0.001712915381980130181569030490
ENOG4105CEY	2019	0.003083247687564234326824254882
ENOG4105CEY	933	0.0001712915381980130181569030490
ENOG4105CEY	2013	0.001370332305584104145255224392
ENOG4105CEY	449972	0.001027749229188078108941418294
ENOG4105CEY	1017280	0.0001712915381980130181569030490
ENOG4105CEY	52225	0.0003425830763960260363138060980
ENOG4105CEY	256319	0.0006851661527920520726276121960
ENOG4105CEY	633130	0.0006851661527920520726276121960
ENOG4105CEY	69965	0.0001712915381980130181569030490
ENOG4105CEY	453229	0.002398081534772182254196642686
ENOG4105CEY	13687	0.005310037684138403562863994519
ENOG4105CEY	109262	0.0003425830763960260363138060980
ENOG4105CEY	379	0.002055498458376156217882836588
ENOG4105CEY	374	0.009934909215484755053100376841
ENOG4105CEY	44471	0.0003425830763960260363138060980
ENOG4105CEY	88	0.001370332305584104145255224392
ENOG4105CEY	77021	0.0005138746145940390544707091470
ENOG4105CEY	1485	0.008907159986296676944158958547
ENOG4105CEY	81	0.001370332305584104145255224392
ENOG4105CEY	85	0.001199040767386091127098321343
ENOG4105CEY	1155738	0.0005138746145940390544707091470
ENOG4105CEY	1716	0.01199040767386091127098321343
ENOG4105CEY	51196	0.0003425830763960260363138060980
ENOG4105CEY	29330	0.004282288454950325453922576225
ENOG4105CEY	208447	0.0005138746145940390544707091470
ENOG4105CEY	150247	0.001199040767386091127098321343
ENOG4105CEY	155493	0.0001712915381980130181569030490
ENOG4105CEY	100715	0.0001712915381980130181569030490
ENOG4105CEY	1654	0.003425830763960260363138060980
ENOG4105CEY	586	0.002398081534772182254196642686
ENOG4105CEY	583	0.001541623843782117163412127441
ENOG4105CEY	28253	0.001370332305584104145255224392
ENOG4105CEY	309512	0.001370332305584104145255224392
ENOG4105CEY	147067	0.001541623843782117163412127441
ENOG4105CEY	2060	0.002055498458376156217882836588
ENOG4105CEY	32008	0.02603631380609797875984926345
ENOG4105CEY	81411	0.0003425830763960260363138060980
ENOG4105CEY	1481960	0.0003425830763960260363138060980
ENOG4105CEY	57665	0.0003425830763960260363138060980
ENOG4105CEY	697331	0.0003425830763960260363138060980
ENOG4105CEY	161492	0.0006851661527920520726276121960
ENOG4105CEY	40323	0.0005138746145940390544707091470
ENOG4105CEY	517	0.001884206920178143199725933539
ENOG4105CEY	2373	0.001370332305584104145255224392
ENOG4105CEY	1227	0.001027749229188078108941418294
ENOG4105CEY	47670	0.0001712915381980130181569030490
ENOG4105CEY	626	0.001712915381980130181569030490
ENOG4105CEY	316625	0.0005138746145940390544707091470
ENOG4105CEY	629	0.001027749229188078108941418294
ENOG4105CEY	1873	0.003083247687564234326824254882
ENOG4105CEY	970	0.0001712915381980130181569030490
ENOG4105CEY	378210	0.0006851661527920520726276121960
ENOG4105CEY	2053	0.01421719767043508050702295307
ENOG4105CEY	162027	0.001199040767386091127098321343
ENOG4105CEY	2056	0.001199040767386091127098321343
ENOG4105CEY	40566	0.002226789996574169236039739637
ENOG4105CEY	214906	0.0003425830763960260363138060980
ENOG4105CEY	84111	0.002055498458376156217882836588
ENOG4105CEY	106589	0.01490236382322713257965056526
ENOG4105CEY	174951	0.0008564576909900650907845152449
ENOG4105CEY	117999	0.0003425830763960260363138060980
ENOG4105CEY	58842	0.001199040767386091127098321343
ENOG4105CEY	61434	0.0003425830763960260363138060980
ENOG4105CEY	153232	0.0006851661527920520726276121960
ENOG4105CEY	869	0.0001712915381980130181569030490
ENOG4105CEY	167375	0.0001712915381980130181569030490
ENOG4105CEY	269258	0.0001712915381980130181569030490
ENOG4105CEY	43988	0.001712915381980130181569030490
ENOG4105CEY	18	0.001199040767386091127098321343
ENOG4105CEY	862	0.0005138746145940390544707091470
ENOG4105CEY	150830	0.001712915381980130181569030490
ENOG4105CEY	336260	0.0001712915381980130181569030490
ENOG4105CEY	2697	0.0008564576909900650907845152449
ENOG4105CEY	28895	0.0005138746145940390544707091470
ENOG4105CEY	53460	0.001370332305584104145255224392
ENOG4105CEY	286801	0.001370332305584104145255224392
ENOG4105CEY	274591	0.001541623843782117163412127441
ENOG4105CEY	81466	0.0005138746145940390544707091470
ENOG4105CEY	81461	0.0003425830763960260363138060980
ENOG4105CEY	152053	0.0005138746145940390544707091470
ENOG4105CEY	657	0.001199040767386091127098321343
ENOG4105CEY	28048	0.0001712915381980130181569030490
ENOG4105CEY	278993	0.0003425830763960260363138060980
ENOG4105CEY	202907	0.0008564576909900650907845152449
ENOG4105CEY	209	0.001712915381980130181569030490
ENOG4105CEY	254250	0.0001712915381980130181569030490
ENOG4105CEY	168694	0.002398081534772182254196642686
ENOG4105CEY	71	0.0001712915381980130181569030490
ENOG4105CEY	327159	0.001370332305584104145255224392
ENOG4105CEY	2330	0.0001712915381980130181569030490
ENOG4105CEY	1041	0.004110996916752312435765673176
ENOG4105CEY	1763	0.02243919150393970537855429942
ENOG4105CEY	82202	0.0001712915381980130181569030490
ENOG4105CEY	2713	0.0001712915381980130181569030490
ENOG4105CEY	1263	0.001541623843782117163412127441
ENOG4105CEY	404235	0.002226789996574169236039739637
ENOG4105CEY	662	0.005823912298732442617334703666
ENOG4105CEY	41707	0.0001712915381980130181569030490
ENOG4105CEY	191767	0.0006851661527920520726276121960
ENOG4105CEY	65551	0.0005138746145940390544707091470
ENOG4105CEY	146918	0.0001712915381980130181569030490
ENOG4105CEY	34093	0.0003425830763960260363138060980
ENOG4105CEY	43673	0.0001712915381980130181569030490
ENOG4105CEY	212791	0.001370332305584104145255224392
ENOG4105CEY	212790	0.0008564576909900650907845152449
ENOG4105CEY	32067	0.0003425830763960260363138060980
ENOG4105CEY	252306	0.0001712915381980130181569030490
ENOG4105CEY	541	0.0001712915381980130181569030490
ENOG4105CEY	547	0.003597122302158273381294964029
ENOG4105CEY	544	0.002398081534772182254196642686
ENOG4105CEY	146784	0.0003425830763960260363138060980
ENOG4105CEY	427925	0.001199040767386091127098321343
ENOG4105CEY	427922	0.0003425830763960260363138060980
ENOG4105CEY	545865	0.0005138746145940390544707091470
ENOG4105CEY	129957	0.001370332305584104145255224392
ENOG4105CEY	1508657	0.004282288454950325453922576225
ENOG4105CEY	10	0.0001712915381980130181569030490
ENOG4105CEY	638847	0.0003425830763960260363138060980
ENOG4105CEY	204037	0.003083247687564234326824254882
ENOG4105CEY	123	0.0003425830763960260363138060980
ENOG4105CEY	127	0.0001712915381980130181569030490
ENOG4105CEY	29521	0.0001712915381980130181569030490
ENOG4105CEY	1082930	0.0001712915381980130181569030490
ENOG4105CEY	74317	0.001027749229188078108941418294
ENOG4105CEY	360528	0.0008564576909900650907845152449
ENOG4105CEY	1827	0.01473107228502911956149366221
ENOG4105CEY	416	0.0003425830763960260363138060980
ENOG4105CEY	79206	0.002226789996574169236039739637
ENOG4105CEY	413	0.0001712915381980130181569030490
ENOG4105CEY	669368	0.0005138746145940390544707091470
ENOG4105CEY	1386	0.01575882151421719767043508051
ENOG4105CEY	2063	0.002055498458376156217882836588
ENOG4105CEY	246861	0.0001712915381980130181569030490
ENOG4105CEY	414878	0.002569373072970195272353545735
